Lab,Compound,Exp,Conc.,Rep,Viability,IL-18,Fold,Dunnett,Reason for,,,,,,
(no.),(no.),,(µg/ml),,(rel %),(pg/µg),increase,(s/ns),repeating,,,,,,
,,,,,,,,,,,,,,,
1,7,3,141.25,2,101.056,9.049,1.021,,,,,,,,
1,7,3,141.25,3,102.420,8.729,0.985,,,,,,,,
1,7,3,141.25,4,100.834,8.746,0.987,,,,,,,,
1,7,3,282.5,1,97.036,8.504,0.960,ns,,,,,,,
1,7,3,282.5,2,96.077,13.574,1.532,,,,,,,,
1,7,3,282.5,3,96.077,8.917,1.006,,,,,,,,
1,7,3,282.5,4,93.716,9.822,1.108,,,,,,,,
1,7,3,565,1,91.282,13.098,1.478,ns,,,,,,,
1,7,3,565,2,91.208,7.716,0.871,,,,,,,,
1,7,3,565,3,89.327,16.651,1.879,,,,,,,,
1,7,3,565,4,90.766,8.553,0.965,,,,,,,,
1,7,1_R,70.63,1,98.652,7.858,0.992,ns,,,,,,,
1,7,1_R,70.63,2,99.823,7.417,0.936,,,,,,,,
1,7,1_R,70.63,3,101.029,8.242,1.041,,,,,,,,
1,7,1_R,70.63,4,97.161,8.027,1.013,,,,,,,,
1,7,1_R,141.25,1,97.410,8.667,1.094,ns,,,,,,,
1,7,1_R,141.25,2,98.084,7.413,0.936,,,,,,,,
1,7,1_R,141.25,3,96.735,6.786,0.857,,,,,,,,
1,7,1_R,141.25,4,97.339,7.185,0.907,,,,,,,,
1,7,1_R,282.5,1,97.161,8.224,1.038,ns,,,,,,,
1,7,1_R,282.5,2,96.132,8.396,1.060,,,,,,,,
1,7,1_R,282.5,3,95.848,7.377,0.931,,,,,,,,
1,7,1_R,282.5,4,98.439,7.082,0.894,,,,,,,,
1,7,1_R,565,1,84.528,9.399,1.187,ns,,,,,,,
1,7,1_R,565,2,80.270,7.706,0.973,,,,,,,,
1,7,1_R,565,3,82.967,7.621,0.962,,,,,,,,
1,7,1_R,565,4,84.244,7.567,0.955,,,,,,,,
1,7,2_R,70.63,1,89.259,7.965,1.121,ns,,,,,,,
1,7,2_R,70.63,2,92.667,7.716,1.086,,,,,,,,
1,7,2_R,70.63,3,102.566,6.609,0.930,,,,,,,,
1,7,2_R,70.63,4,105.934,7.293,1.027,,,,,,,,
1,7,2_R,141.25,1,87.311,8.910,1.254,ns,,,,,,,
1,7,2_R,141.25,2,93.640,8.605,1.211,,,,,,,,
1,7,2_R,141.25,3,96.196,8.477,1.193,,,,,,,,
1,7,2_R,141.25,4,104.554,7.461,1.050,,,,,,,,
1,7,2_R,282.5,1,74.855,10.661,1.501,s,,,,,,,
1,7,2_R,282.5,2,83.741,8.753,1.232,,,,,,,,
1,7,2_R,282.5,3,87.879,8.411,1.184,,,,,,,,
1,7,2_R,282.5,4,91.490,7.568,1.065,,,,,,,,
1,7,2_R,565,1,70.798,7.430,1.046,ns,,,,,,,
1,7,2_R,565,2,78.020,7.305,1.028,,,,,,,,
1,7,2_R,565,3,79.197,8.173,1.151,,,,,,,,
1,7,2_R,565,4,84.187,8.351,1.176,,,,,,,,
1,7,3_R,70.63,1,93.594,10.045,1.151,ns,,,,,,,
1,7,3_R,70.63,2,94.020,8.463,0.970,,,,,,,,
1,7,3_R,70.63,3,91.821,8.317,0.953,,,,,,,,
1,7,3_R,70.63,4,92.388,9.486,1.087,,,,,,,,
1,7,3_R,141.25,1,92.353,8.968,1.027,ns,,,,,,,
1,7,3_R,141.25,2,91.572,9.257,1.061,,,,,,,,
1,7,3_R,141.25,3,90.544,9.071,1.039,,,,,,,,
1,7,3_R,141.25,4,92.814,8.869,1.016,,,,,,,,
1,7,3_R,282.5,1,90.402,7.908,0.906,ns,,,,,,,
1,7,3_R,282.5,2,88.558,9.450,1.083,,,,,,,,
1,7,3_R,282.5,3,88.239,8.050,0.922,,,,,,,,
1,7,3_R,282.5,4,90.189,8.527,0.977,,,,,,,,
1,7,3_R,565,1,86.820,6.461,0.740,ns,,,,,,,
1,7,3_R,565,2,84.728,7.613,0.872,,,,,,,,
1,7,3_R,565,3,85.898,7.231,0.828,,,,,,,,
1,7,3_R,565,4,86.324,8.883,1.018,,,,,,,,
1,8,1,16.88,1,105.099,8.668,0.807,ns,NCTC were in culture > 5 months,,,,,,
1,8,1,16.88,2,108.924,8.474,0.789,,,,,,,,
1,8,1,16.88,3,106.680,9.938,0.925,,,,,,,,
1,8,1,16.88,4,100.000,9.697,0.902,,,,,,,,
1,8,1,33.75,1,111.780,9.478,0.882,ns,,,,,,,
1,8,1,33.75,2,99.235,9.772,0.909,,,,,,,,
1,8,1,33.75,3,119.072,10.274,0.956,,,,,,,,
1,8,1,33.75,4,104.691,11.027,1.026,,,,,,,,
1,8,1,67.5,1,90.617,22.990,2.139,s,,,,,,,
1,8,1,67.5,2,88.067,20.466,1.905,,,,,,,,
1,8,1,67.5,3,88.424,25.383,2.362,,,,,,,,
1,8,1,67.5,4,90.005,9.421,0.877,,,,,,,,
1,8,1,135,1,22.693,17.371,1.617,ns,,,,,,,
1,8,1,135,2,22.489,9.284,0.864,,,,,,,,
1,8,1,135,3,27.894,10.266,0.955,,,,,,,,
1,8,1,135,4,25.446,10.681,0.994,,,,,,,,
1,8,2,16.88,1,114.966,7.375,1.177,ns,NCTC were in culture > 5 months,,,,,,
1,8,2,16.88,2,114.966,6.888,1.100,,,,,,,,
1,8,2,16.88,3,112.051,7.502,1.198,,,,,,,,
1,8,2,16.88,4,120.991,8.041,1.284,,,,,,,,
1,8,2,33.75,1,106.706,7.181,1.146,ns,,,,,,,
1,8,2,33.75,2,112.634,7.043,1.124,,,,,,,,
1,8,2,33.75,3,105.637,6.071,0.969,,,,,,,,
1,8,2,33.75,4,116.327,7.024,1.121,,,,,,,,
1,8,2,67.5,1,103.499,8.584,1.370,s,,,,,,,
1,8,2,67.5,2,97.668,8.740,1.395,,,,,,,,
1,8,2,67.5,3,95.141,7.241,1.156,,,,,,,,
1,8,2,67.5,4,104.568,8.309,1.327,,,,,,,,
1,8,2,135,1,60.350,7.124,1.137,ns,,,,,,,
1,8,2,135,2,60.933,5.834,0.931,,,,,,,,
1,8,2,135,3,60.544,6.796,1.085,,,,,,,,
1,8,2,135,4,62.779,9.785,1.562,,,,,,,,
1,8,3,16.88,1,102.162,9.870,0.937,ns,NCTC were in culture > 5 months,,,,,,
1,8,3,16.88,2,103.306,11.780,1.118,,,,,,,,
1,8,3,16.88,3,103.306,15.742,1.494,,,,,,,,
1,8,3,16.88,4,102.642,12.263,1.164,,,,,,,,
1,8,3,33.75,1,100.798,12.756,1.211,ns,,,,,,,
1,8,3,33.75,2,101.535,11.265,1.069,,,,,,,,
1,8,3,33.75,3,102.088,11.514,1.093,,,,,,,,
1,8,3,33.75,4,100.207,13.945,1.324,,,,,,,,
1,8,3,67.5,1,93.901,11.729,1.113,s,,,,,,,
1,8,3,67.5,2,93.126,22.571,2.142,,,,,,,,
1,8,3,67.5,3,94.860,14.908,1.415,,,,,,,,
1,8,3,67.5,4,92.130,21.806,2.070,,,,,,,,
1,8,3,135,1,74.058,12.522,1.189,ns,,,,,,,
1,8,3,135,2,74.759,13.570,1.288,,,,,,,,
1,8,3,135,3,79.664,12.591,1.195,,,,,,,,
1,8,3,135,4,74.759,13.754,1.305,,,,,,,,
1,8,1_R,16.88,1,100.639,12.568,1.693,s,,,,,,,
1,8,1_R,16.88,2,99.361,12.252,1.650,,,,,,,,
1,8,1_R,16.88,3,101.278,11.287,1.520,,,,,,,,
1,8,1_R,16.88,4,98.652,10.946,1.474,,,,,,,,
1,8,1_R,33.75,1,97.764,13.785,1.857,s,,,,,,,
1,8,1_R,33.75,2,104.116,13.389,1.803,,,,,,,,
1,8,1_R,33.75,3,106.884,11.952,1.610,,,,,,,,
1,8,1_R,33.75,4,101.845,12.213,1.645,,,,,,,,
1,8,1_R,67.5,1,93.151,13.337,1.796,s,,,,,,,
1,8,1_R,67.5,2,93.329,12.924,1.741,,,,,,,,
1,8,1_R,67.5,3,97.658,13.708,1.846,,,,,,,,
1,8,1_R,67.5,4,94.855,12.289,1.655,,,,,,,,
1,8,1_R,135,1,76.260,14.417,1.942,s,,,,,,,
1,8,1_R,135,2,97.090,12.106,1.631,,,,,,,,
1,8,1_R,135,3,106.778,12.454,1.677,,,,,,,,
1,8,1_R,135,4,94.003,11.750,1.583,,,,,,,,
1,8,2_R,16.88,1,106.705,15.958,2.617,s,,,,,,,
1,8,2_R,16.88,2,97.048,11.211,1.838,,,,,,,,
1,8,2_R,16.88,3,119.404,10.819,1.774,,,,,,,,
1,8,2_R,16.88,4,100.943,12.580,2.063,,,,,,,,
1,8,2_R,33.75,1,83.051,11.905,1.952,s,,,,,,,
1,8,2_R,33.75,2,92.383,12.628,2.071,,,,,,,,
1,8,2_R,33.75,3,98.266,11.946,1.959,,,,,,,,
1,8,2_R,33.75,4,101.917,10.730,1.759,,,,,,,,
1,8,2_R,67.5,1,74.653,14.837,2.433,s,,,,,,,
1,8,2_R,67.5,2,85.485,11.735,1.924,,,,,,,,
1,8,2_R,67.5,3,83.741,10.391,1.704,,,,,,,,
1,8,2_R,67.5,4,92.139,20.544,3.369,,,,,,,,
1,8,2_R,135,1,57.450,11.370,1.864,s,,,,,,,
1,8,2_R,135,2,73.151,11.809,1.936,,,,,,,,
1,8,2_R,135,3,75.342,13.947,2.287,,,,,,,,
1,8,2_R,135,4,77.371,12.454,2.042,,,,,,,,
1,8,3_R,16.88,1,93.204,13.628,1.468,s,,,,,,,
1,8,3_R,16.88,2,93.842,11.377,1.225,,,,,,,,
1,8,3_R,16.88,3,93.665,13.265,1.429,,,,,,,,
1,8,3_R,16.88,4,94.339,12.194,1.313,,,,,,,,
1,8,3_R,33.75,1,89.374,13.765,1.483,s,,,,,,,
1,8,3_R,33.75,2,92.495,14.483,1.560,,,,,,,,
1,8,3_R,33.75,3,95.651,13.668,1.472,,,,,,,,
1,8,3_R,33.75,4,91.998,13.972,1.505,,,,,,,,
1,8,3_R,67.5,1,85.756,14.537,1.566,s,,,,,,,
1,8,3_R,67.5,2,87.671,15.224,1.640,,,,,,,,
1,8,3_R,67.5,3,86.536,15.159,1.633,,,,,,,,
1,8,3_R,67.5,4,89.196,15.965,1.719,,,,,,,,
1,8,3_R,135,1,82.422,13.098,1.411,s,,,,,,,
1,8,3_R,135,2,87.742,12.949,1.395,,,,,,,,
1,8,3_R,135,3,88.274,13.793,1.486,,,,,,,,
1,8,3_R,135,4,87.494,12.062,1.299,,,,,,,,
1,9,1,10.63,1,94.087,19.542,0.661,ns,"Pos control does not meet acceptance criteria (fold increase <1,3, P>0,05)",,,,,,
1,9,1,10.63,2,93.463,21.680,0.734,,,,,,,,
1,9,1,10.63,3,91.121,29.170,0.987,,,,,,,,
1,9,1,10.63,4,88.415,25.337,0.857,,,,,,,,
1,9,1,21.25,1,96.325,18.846,0.638,ns,,,,,,,
1,9,1,21.25,2,90.704,22.337,0.756,,,,,,,,
1,9,1,21.25,3,89.820,19.074,0.645,,,,,,,,
1,9,1,21.25,4,90.028,20.266,0.686,,,,,,,,
1,9,1,42.5,1,105.275,17.866,0.604,ns,,,,,,,
1,9,1,42.5,2,95.180,21.957,0.743,,,,,,,,
1,9,1,42.5,3,91.745,20.763,0.702,,,,,,,,
1,9,1,42.5,4,90.652,23.124,0.782,,,,,,,,
1,9,1,85,1,107.253,24.209,0.819,ns,,,,,,,
1,9,1,85,2,97.782,17.312,0.586,,,,,,,,
1,9,1,85,3,91.953,23.079,0.781,,,,,,,,
1,9,1,85,4,92.318,18.084,0.612,,,,,,,,
1,9,2,10.63,1,99.169,24.345,1.064,ns,,,,,,,
1,9,2,10.63,2,96.952,23.244,1.016,,,,,,,,
1,9,2,10.63,3,97.991,22.177,0.969,,,,,,,,
1,9,2,10.63,4,96.536,23.379,1.022,,,,,,,,
1,9,2,21.25,1,96.779,22.637,0.989,ns,,,,,,,
1,9,2,21.25,2,93.349,23.166,1.012,,,,,,,,
1,9,2,21.25,3,95.462,23.893,1.044,,,,,,,,
1,9,2,21.25,4,91.791,25.025,1.094,,,,,,,,
1,9,2,42.5,1,95.012,21.895,0.957,ns,,,,,,,
1,9,2,42.5,2,93.557,24.949,1.090,,,,,,,,
1,9,2,42.5,3,92.518,22.728,0.993,,,,,,,,
1,9,2,42.5,4,90.371,25.311,1.106,,,,,,,,
1,9,2,85,1,85.244,21.758,0.951,ns,,,,,,,
1,9,2,85,2,87.842,24.803,1.084,,,,,,,,
1,9,2,85,3,83.027,24.680,1.079,,,,,,,,
1,9,2,85,4,83.512,22.286,0.974,,,,,,,,
1,9,3,10.63,1,102.542,28.215,0.925,ns,"Pos control does not meet acceptance criteria (fold increase <1,3, P>0,05)",,,,,,
1,9,3,10.63,2,101.499,47.429,1.556,,,,,,,,
1,9,3,10.63,3,102.846,31.876,1.045,,,,,,,,
1,9,3,10.63,4,100.934,35.999,1.181,,,,,,,,
1,9,3,21.25,1,102.542,51.620,1.693,ns,,,,,,,
1,9,3,21.25,2,101.542,28.226,0.926,,,,,,,,
1,9,3,21.25,3,100.152,29.019,0.952,,,,,,,,
1,9,3,21.25,4,99.370,28.908,0.948,,,,,,,,
1,9,3,42.5,1,101.325,24.471,0.803,ns,,,,,,,
1,9,3,42.5,2,101.673,26.041,0.854,,,,,,,,
1,9,3,42.5,3,98.414,25.941,0.851,,,,,,,,
1,9,3,42.5,4,97.719,25.694,0.843,,,,,,,,
1,9,3,85,1,100.934,25.080,0.823,ns,,,,,,,
1,9,3,85,2,100.934,22.587,0.741,,,,,,,,
1,9,3,85,3,97.589,26.749,0.877,,,,,,,,
1,9,3,85,4,97.371,24.020,0.788,,,,,,,,
1,9,1_R,10.63,1,95.985,17.575,1.064,ns,,,,,,,
1,9,1_R,10.63,2,94.757,15.882,0.961,,,,,,,,
1,9,1_R,10.63,3,93.157,16.243,0.983,,,,,,,,
1,9,1_R,10.63,4,90.663,14.014,0.848,,,,,,,,
1,9,1_R,21.25,1,95.576,14.965,0.906,ns,,,,,,,
1,9,1_R,21.25,2,94.013,10.509,0.636,,,,,,,,
1,9,1_R,21.25,3,95.501,15.479,0.937,,,,,,,,
1,9,1_R,21.25,4,91.556,13.688,0.829,,,,,,,,
1,9,1_R,42.5,1,91.519,13.666,0.827,ns,,,,,,,
1,9,1_R,42.5,2,90.626,17.796,1.077,,,,,,,,
1,9,1_R,42.5,3,86.681,19.320,1.169,,,,,,,,
1,9,1_R,42.5,4,87.946,19.637,1.189,,,,,,,,
1,9,1_R,85,1,90.663,13.887,0.841,ns,,,,,,,
1,9,1_R,85,2,92.673,15.202,0.920,,,,,,,,
1,9,1_R,85,3,87.388,16.401,0.993,,,,,,,,
1,9,1_R,85,4,86.160,14.239,0.862,,,,,,,,
1,9,3_R,10.63,1,98.311,11.401,0.770,ns,,,,,,,
1,9,3_R,10.63,2,97.267,12.478,0.843,,,,,,,,
1,9,3_R,10.63,3,97.030,12.894,0.871,,,,,,,,
1,9,3_R,10.63,4,98.880,13.345,0.901,,,,,,,,
1,9,3_R,21.25,1,94.327,14.448,0.976,ns,,,,,,,
1,9,3_R,21.25,2,94.327,14.477,0.977,,,,,,,,
1,9,3_R,21.25,3,95.892,13.088,0.884,,,,,,,,
1,9,3_R,21.25,4,89.822,10.545,0.712,,,,,,,,
1,9,3_R,42.5,1,88.826,9.139,0.617,ns,,,,,,,
1,9,3_R,42.5,2,88.826,10.070,0.680,,,,,,,,
1,9,3_R,42.5,3,88.826,9.036,0.610,,,,,,,,
1,9,3_R,42.5,4,85.696,9.018,0.609,,,,,,,,
1,9,3_R,85,1,93.995,13.002,0.878,ns,,,,,,,
1,9,3_R,85,2,94.801,11.635,0.786,,,,,,,,
1,9,3_R,85,3,90.817,9.485,0.640,,,,,,,,
1,9,3_R,85,4,92.288,7.497,0.506,,,,,,,,
1,10,1,4.38,1,102.030,24.967,1.031,ns,"Pos control does not meet acceptance criteria (P>0,05)",,,,,,
1,10,1,4.38,2,96.434,18.557,0.766,,,,,,,,
1,10,1,4.38,3,94.460,20.621,0.851,,,,,,,,
1,10,1,4.38,4,94.624,20.076,0.829,,,,,,,,
1,10,1,8.75,1,101.591,14.921,0.616,ns,,,,,,,
1,10,1,8.75,2,100.000,15.057,0.622,,,,,,,,
1,10,1,8.75,3,93.801,18.054,0.745,,,,,,,,
1,10,1,8.75,4,101.262,20.388,0.842,,,,,,,,
1,10,1,17.5,1,104.059,38.381,1.585,ns,,,,,,,
1,10,1,17.5,2,96.764,15.207,0.628,,,,,,,,
1,10,1,17.5,3,93.417,15.012,0.620,,,,,,,,
1,10,1,17.5,4,95.612,16.395,0.677,,,,,,,,
1,10,1,35,1,100.933,14.078,0.581,ns,,,,,,,
1,10,1,35,2,84.312,20.904,0.863,,,,,,,,
1,10,1,35,3,88.261,17.073,0.705,,,,,,,,
1,10,1,35,4,84.531,12.522,0.517,,,,,,,,
1,10,2,4.38,1,98.950,20.345,1.096,ns,,,,,,,
1,10,2,4.38,2,97.133,18.688,1.007,,,,,,,,
1,10,2,4.38,3,99.910,18.658,1.005,,,,,,,,
1,10,2,4.38,4,91.064,17.510,0.944,,,,,,,,
1,10,2,8.75,1,96.756,17.481,0.942,ns,,,,,,,
1,10,2,8.75,2,93.704,22.668,1.222,,,,,,,,
1,10,2,8.75,3,94.356,22.004,1.186,,,,,,,,
1,10,2,8.75,4,92.950,21.161,1.140,,,,,,,,
1,10,2,17.5,1,96.241,21.318,1.149,ns,,,,,,,
1,10,2,17.5,2,93.121,19.076,1.028,,,,,,,,
1,10,2,17.5,3,93.258,19.581,1.055,,,,,,,,
1,10,2,17.5,4,90.824,20.377,1.098,,,,,,,,
1,10,2,35,1,94.973,18.055,0.973,ns,,,,,,,
1,10,2,35,2,91.681,17.924,0.966,,,,,,,,
1,10,2,35,3,93.601,20.092,1.083,,,,,,,,
1,10,2,35,4,91.544,22.256,1.199,,,,,,,,
1,10,3,4.38,1,101.170,21.969,1.007,ns,High variation,,,,,,
1,10,3,4.38,2,99.995,46.032,2.111,,,,,,,,
1,10,3,4.38,3,99.071,21.304,0.977,,,,,,,,
1,10,3,4.38,4,98.777,19.002,0.871,,,,,,,,
1,10,3,8.75,1,100.792,29.179,1.338,ns,,,,,,,
1,10,3,8.75,2,101.128,11.259,0.516,,,,,,,,
1,10,3,8.75,3,97.938,32.793,1.504,,,,,,,,
1,10,3,8.75,4,97.812,21.574,0.989,,,,,,,,
1,10,3,17.5,1,97.560,21.891,1.004,ns,,,,,,,
1,10,3,17.5,2,96.175,17.533,0.804,,,,,,,,
1,10,3,17.5,3,97.098,20.817,0.955,,,,,,,,
1,10,3,17.5,4,95.545,20.697,0.949,,,,,,,,
1,10,3,35,1,81.692,73.149,3.354,ns,,,,,,,
1,10,3,35,2,79.635,19.695,0.903,,,,,,,,
1,10,3,35,3,78.166,16.557,0.759,,,,,,,,
1,10,3,35,4,79.761,20.701,0.949,,,,,,,,
1,10,1_R,4.38,1,94.791,17.448,1.157,ns,,,,,,,
1,10,1_R,4.38,2,97.014,18.758,1.244,,,,,,,,
1,10,1_R,4.38,3,97.881,16.852,1.117,,,,,,,,
1,10,1_R,4.38,4,98.069,14.452,0.958,,,,,,,,
1,10,1_R,8.75,1,99.312,16.642,1.103,ns,,,,,,,
1,10,1_R,8.75,2,98.785,14.329,0.950,,,,,,,,
1,10,1_R,8.75,3,95.470,14.867,0.986,,,,,,,,
1,10,1_R,8.75,4,95.583,14.512,0.962,,,,,,,,
1,10,1_R,17.5,1,87.633,14.450,0.958,ns,,,,,,,
1,10,1_R,17.5,2,90.044,15.172,1.006,,,,,,,,
1,10,1_R,17.5,3,87.671,13.796,0.915,,,,,,,,
1,10,1_R,17.5,4,85.448,10.923,0.724,,,,,,,,
1,10,1_R,35,1,82.095,15.271,1.013,ns,,,,,,,
1,10,1_R,35,2,82.773,14.658,0.972,,,,,,,,
1,10,1_R,35,3,79.759,15.974,1.059,,,,,,,,
1,10,1_R,35,4,79.156,13.788,0.914,,,,,,,,
1,10,3_R,4.38,1,99.610,15.902,1.146,ns,,,,,,,
1,10,3_R,4.38,2,97.980,15.913,1.147,,,,,,,,
1,10,3_R,4.38,3,95.726,12.280,0.885,,,,,,,,
1,10,3_R,4.38,4,97.884,11.936,0.860,,,,,,,,
1,10,3_R,8.75,1,96.877,14.740,1.062,ns,,,,,,,
1,10,3_R,8.75,2,102.680,14.489,1.044,,,,,,,,
1,10,3_R,8.75,3,96.301,9.204,0.663,,,,,,,,
1,10,3_R,8.75,4,97.932,12.202,0.879,,,,,,,,
1,10,3_R,17.5,1,95.486,16.527,1.191,ns,,,,,,,
1,10,3_R,17.5,2,95.390,14.258,1.027,,,,,,,,
1,10,3_R,17.5,3,93.088,11.528,0.831,,,,,,,,
1,10,3_R,17.5,4,94.287,11.439,0.824,,,,,,,,
1,10,3_R,35,1,76.542,12.198,0.879,ns,,,,,,,
1,10,3_R,35,2,80.858,10.173,0.733,,,,,,,,
1,10,3_R,35,3,78.125,10.026,0.722,,,,,,,,
1,10,3_R,35,4,78.077,12.235,0.882,,,,,,,,
1,11,1,0.38,1,89.351,24.449,0.779,ns,"Pos control does not meet acceptance criteria (fold increase <1,3, P>0,05)",,,,,,
1,11,1,0.38,2,91.173,20.768,0.662,,,,,,,,
1,11,1,0.38,3,107.201,20.300,0.647,,,,,,,,
1,11,1,0.38,4,91.017,21.237,0.677,,,,,,,,
1,11,1,0.75,1,87.426,26.642,0.849,ns,,,,,,,
1,11,1,0.75,2,92.370,22.427,0.715,,,,,,,,
1,11,1,0.75,3,94.816,18.860,0.601,,,,,,,,
1,11,1,0.75,4,100.956,18.653,0.595,,,,,,,,
1,11,1,1.5,1,85.917,20.370,0.649,ns,,,,,,,
1,11,1,1.5,2,85.709,19.604,0.625,,,,,,,,
1,11,1,1.5,3,91.745,20.475,0.653,,,,,,,,
1,11,1,1.5,4,92.526,19.510,0.622,,,,,,,,
1,11,1,3,1,79.776,25.788,0.822,ns,,,,,,,
1,11,1,3,2,77.747,18.957,0.604,,,,,,,,
1,11,1,3,3,82.742,17.219,0.549,,,,,,,,
1,11,1,3,4,85.032,17.487,0.557,,,,,,,,
1,11,2,0.75,1,99.377,19.639,0.954,ns,,Started with wrong stock conc!,,,,,
1,11,2,0.75,2,98.718,17.716,0.860,,,,,,,,
1,11,2,0.75,3,99.134,18.128,0.880,,,,,,,,
1,11,2,0.75,4,99.723,18.063,0.877,,,,,,,,
1,11,2,1.5,1,96.986,19.398,0.942,ns,,,,,,,
1,11,2,1.5,2,95.705,15.653,0.760,,,,,,,,
1,11,2,1.5,3,96.363,18.736,0.910,,,,,,,,
1,11,2,1.5,4,98.511,17.794,0.864,,,,,,,,
1,11,2,3,1,96.155,18.345,0.891,ns,,,,,,,
1,11,2,3,2,95.255,19.122,0.929,,,,,,,,
1,11,2,3,3,97.645,18.464,0.897,,,,,,,,
1,11,2,3,4,97.090,17.894,0.869,,,,,,,,
1,11,2,6,1,83.685,19.233,0.934,ns,,,,,,,
1,11,2,6,2,86.941,20.399,0.991,,,,,,,,
1,11,2,6,3,85.140,20.744,1.008,,,,,,,,
1,11,2,6,4,85.625,19.644,0.954,,,,,,,,
1,11,3,0.38,1,98.327,26.596,0.921,ns,"Pos control does not meet acceptance criteria (fold increase <1,3, P>0,05)",,,,,,
1,11,3,0.38,2,100.630,23.911,0.828,,,,,,,,
1,11,3,0.38,3,102.933,22.557,0.781,,,,,,,,
1,11,3,0.38,4,95.025,24.460,0.847,,,,,,,,
1,11,3,0.75,1,98.110,21.944,0.760,ns,,,,,,,
1,11,3,0.75,2,101.673,20.317,0.704,,,,,,,,
1,11,3,0.75,3,101.890,18.782,0.650,,,,,,,,
1,11,3,0.75,4,93.417,24.628,0.853,,,,,,,,
1,11,3,1.5,1,94.330,23.795,0.824,ns,,,,,,,
1,11,3,1.5,2,94.026,26.678,0.924,,,,,,,,
1,11,3,1.5,3,92.070,24.697,0.855,,,,,,,,
1,11,3,1.5,4,87.943,20.188,0.699,,,,,,,,
1,11,3,3,1,86.769,19.717,0.683,ns,,,,,,,
1,11,3,3,2,90.810,19.409,0.672,,,,,,,,
1,11,3,3,3,88.899,22.055,0.764,,,,,,,,
1,11,3,3,4,76.037,21.801,0.755,,,,,,,,
1,11,1_R,0.38,1,98.553,17.782,1.131,ns,,,,,,,
1,11,1_R,0.38,2,100.377,18.371,1.168,,,,,,,,
1,11,1_R,0.38,3,99.856,18.783,1.194,,,,,,,,
1,11,1_R,0.38,4,97.734,16.928,1.076,,,,,,,,
1,11,1_R,0.75,1,97.474,17.736,1.128,ns,,,,,,,
1,11,1_R,0.75,2,97.399,15.589,0.991,,,,,,,,
1,11,1_R,0.75,3,97.660,16.551,1.053,,,,,,,,
1,11,1_R,0.75,4,99.893,15.342,0.976,,,,,,,,
1,11,1_R,1.5,1,92.263,14.685,0.934,ns,,,,,,,
1,11,1_R,1.5,2,95.687,17.344,1.103,,,,,,,,
1,11,1_R,1.5,3,98.479,17.163,1.091,,,,,,,,
1,11,1_R,1.5,4,98.330,15.957,1.015,,,,,,,,
1,11,1_R,3,1,94.124,14.162,0.901,ns,,,,,,,
1,11,1_R,3,2,94.422,14.802,0.941,,,,,,,,
1,11,1_R,3,3,92.449,12.609,0.802,,,,,,,,
1,11,1_R,3,4,92.524,14.113,0.897,,,,,,,,
1,11,3_R,0.38,1,97.552,21.658,1.229,ns,,,,,,,
1,11,3_R,0.38,2,98.832,17.195,0.976,,,,,,,,
1,11,3_R,0.38,3,98.168,16.724,0.949,,,,,,,,
1,11,3_R,0.38,4,96.840,17.257,0.979,,,,,,,,
1,11,3_R,0.75,1,97.647,15.548,0.882,ns,,,,,,,
1,11,3_R,0.75,2,97.362,16.117,0.915,,,,,,,,
1,11,3_R,0.75,3,98.690,12.910,0.733,,,,,,,,
1,11,3_R,0.75,4,93.616,16.132,0.916,,,,,,,,
1,11,3_R,1.5,1,92.477,15.649,0.888,ns,,,,,,,
1,11,3_R,1.5,2,92.952,14.637,0.831,,,,,,,,
1,11,3_R,1.5,3,92.620,11.481,0.652,,,,,,,,
1,11,3_R,1.5,4,91.813,14.285,0.811,,,,,,,,
1,11,3_R,3,1,87.118,11.360,0.645,ns,,,,,,,
1,11,3_R,3,2,84.320,11.837,0.672,,,,,,,,
1,11,3_R,3,3,86.360,10.326,0.586,,,,,,,,
1,11,3_R,3,4,82.566,8.791,0.499,,,,,,,,
1,12,1,37.5,1,97.970,24.141,0.715,ns,"Pos control does not meet acceptance criteria (fold increase <1,3, P>0,05)",,,,,,
1,12,1,37.5,2,93.966,23.240,0.688,,,,,,,,
1,12,1,37.5,3,99.342,20.547,0.608,,,,,,,,
1,12,1,37.5,4,114.262,23.446,0.694,,,,,,,,
1,12,1,75,1,91.991,19.791,0.586,ns,,,,,,,
1,12,1,75,2,92.540,24.271,0.718,,,,,,,,
1,12,1,75,3,95.557,38.717,1.146,,,,,,,,
1,12,1,75,4,104.937,35.812,1.060,,,,,,,,
1,12,1,150,1,92.704,20.268,0.600,ns,,,,,,,
1,12,1,150,2,91.552,19.881,0.589,,,,,,,,
1,12,1,150,3,92.704,26.715,0.791,,,,,,,,
1,12,1,150,4,101.042,20.597,0.610,,,,,,,,
1,12,1,300,1,94.569,17.290,0.512,ns,,,,,,,
1,12,1,300,2,91.607,24.790,0.734,,,,,,,,
1,12,1,300,3,95.008,23.143,0.685,,,,,,,,
1,12,1,300,4,116.018,48.047,1.422,,,,,,,,
1,12,2,37.5,1,98.299,18.921,0.916,ns,,,,,,,
1,12,2,37.5,2,97.407,18.002,0.872,,,,,,,,
1,12,2,37.5,3,103.064,17.988,0.871,,,,,,,,
1,12,2,37.5,4,98.847,21.221,1.028,,,,,,,,
