year,infant_mortality,life_expectancy,fertility,population,continent
1991,47,68.6,5.16,349326,Africa
1991,115.2,48.1,5.73,3010950,Africa
1991,114.7,54.3,7.35,6151213,Africa
1991,14.8,74.1,2.6,13354054,Americas
1991,41.8,67,2.28,1172327831,Asia
1991,28.2,71.1,3.06,34916770,Americas
1991,85.4,57.4,5.45,427556,Africa
1991,118.7,54.4,7.18,36309209,Africa
1991,61.8,54.4,5.29,2450125,Africa
1991,14,76.5,3.09,3175654,Americas
1991,104.8,54.9,6.23,12600967,Africa
1991,10.5,71.9,1.62,4760003,Europe
1991,9.8,74.8,1.72,10664577,Americas
1991,9.7,76.4,2.38,783138,Asia
1991,12.2,72,1.76,10328440,Europe
1991,6.9,75.4,1.68,5154309,Europe
1991,91,60.7,6,610679,Africa
1991,44.9,72.2,3.4,7325622,Americas
1991,42.3,71.4,3.67,10460988,Americas
1991,60.3,65.4,4.18,57689828,Africa
1991,43.8,68.1,3.86,5321576,Americas
1991,125.5,48.7,5.9,390381,Africa
1991,89.5,53.4,6.47,3160644,Africa
1991,15.9,69.6,1.83,1548287,Europe
1991,119.2,46.9,7.19,49784987,Africa
1991,24.1,65.1,3.37,735469,Oceania
1991,5.3,75.4,1.8,5009381,Europe
1991,7.1,77.3,1.74,57226524,Europe
1991,NA,69.01,3.29,202020,Oceania
1991,60,59.8,5.34,978252,Africa
1991,78,61.5,6.1,949490,Africa
1991,40.4,69.9,2.13,5418449,Asia
1991,6.5,75.6,1.34,79483739,Europe
1991,77.5,58.4,5.51,15042736,Africa
1991,10.7,77.1,1.39,10217782,Europe
1991,NA,65.1,2.42,55786,Americas
1991,17.4,70.2,3.7,96455,Americas
1991,57.3,64,5.53,9385e3,Americas
1991,137.3,52.3,6.54,6367110,Africa
1991,132.9,51.7,6.61,1080191,Africa
1991,45.5,64.3,2.47,717502,Americas
1991,98.4,54.4,5.32,7243391,Americas
1991,43.3,70.3,5.05,5041050,Americas
1991,NA,77.77,1.26,5857335,Asia
1991,16.2,69.2,1.8,10370223,Europe
1991,4.9,78.4,2.17,257387,Europe
1991,86.1,58.5,3.79,888513869,Asia
1991,59.8,64.5,3.02,184614740,Asia
1991,42.6,67.8,4.48,57288039,Asia
1991,41.6,63.9,5.79,17952909,Asia
1991,7.2,76.7,1.95,3570140,Europe
1991,9.2,76.5,2.97,4641600,Asia
1991,8,77,1.29,57029614,Europe
1991,24.7,74.9,2.9,2403082,Americas
1991,4.5,79.1,1.54,122702527,Asia
1991,29.1,71.9,5.35,3538663,Asia
1991,44.5,67.6,2.73,16514269,Asia
1991,67.4,61.1,5.85,24234087,Africa
1991,67,58.2,4.6,73698,Oceania
1991,5.8,72.2,1.63,43358716,Asia
1991,15.3,64.4,2.2,2007110,Asia
1991,53.8,65.9,3.77,4441780,Asia
1991,108.6,52,6.06,4371549,Asia
1991,18,69.1,1.82,2645056,Europe
1991,25.8,71.9,2.92,2752473,Asia
1991,70.6,60.6,4.84,1627900,Africa
1991,171.2,51.5,6.41,2066060,Africa
1991,33.8,73.7,4.69,4499210,Africa
1991,14.9,70.5,1.91,3699352,Europe
1991,6.8,75.5,1.6,386355,Europe
1991,NA,75.61,1.59,369484,Asia
1991,31.5,71.7,2.21,1988458,Europe
1991,95.4,56.2,6.23,11898267,Africa
1991,137.9,48.6,6.85,9604199,Africa
1991,13.6,72,3.49,18709835,Asia
1991,65.3,66.7,5.78,229686,Asia
1991,128.7,50.5,7.04,8672581,Africa
1991,9.7,77.3,2.04,359113,Europe
1991,77.2,60.2,5.93,2080782,Africa
1991,18.8,69.6,2.28,1068435,Africa
1991,35.4,71.9,3.29,87347208,Americas
1991,43.1,64.5,4.88,98800,Oceania
1991,27.5,67.4,2.31,4373582,Europe
1991,73.8,62.3,3.75,2217920,Asia
1991,14.3,74.4,1.84,615743,Europe
1991,60.8,68.1,3.91,25410178,Africa
1991,157.4,51.7,6.19,13719853,Africa
1991,48.5,61.9,5.1,1466152,Africa
1991,93.2,59.1,5.09,19237322,Asia
1991,6.5,77.2,1.61,15019184,Europe
1991,NA,71.01,2.96,172274,Oceania
1991,8.7,75.9,2.36,3445596,Oceania
1991,49,73.7,4.64,4236805,Americas
1991,135.6,47.9,7.76,8168834,Africa
1991,125.8,54.3,6.44,98085436,Africa
1991,6.4,77,1.92,4262367,Europe
1991,29.3,72.5,6.83,1892345,Asia
1991,104.3,62.2,5.9,110634399,Asia
1991,25.1,75,3.02,2522901,Americas
1991,64.4,56,4.76,4261933,Oceania
1991,35.9,74.2,4.45,4323402,Americas
1991,53.7,69.2,3.72,22283130,Americas
1991,39,67.9,4.25,63509940,Asia
1991,14.7,70.7,1.98,38297549,Europe
1991,10.6,74.2,1.52,9909574,Europe
1991,NA,73.8,2.2,3551582,Americas
1991,16.7,74.4,3.89,485114,Asia
1991,30.1,70.5,1.56,23454143,Europe
1991,21.9,69.1,1.73,148040354,Europe
1991,96.3,49.3,7.01,7071393,Africa
1991,18.3,70.4,3.3,140159,Americas
1991,19.6,69.7,2.91,107811,Americas
1991,25,69.1,5.03,164073,Oceania
1991,32.8,74.3,5.69,16890555,Asia
1991,69.7,58,6.52,7749559,Africa
1991,22.3,71.4,2.05,9603621,Europe
1991,13.7,69.1,2.66,71496,Africa
1991,156.1,51.4,6.45,3945899,Africa
1991,5.5,75.6,1.73,3100091,Asia
1991,15,71.1,1.97,5298080,Europe
1991,8.2,73.6,1.43,2007918,Europe
1991,31.6,60,5.73,320764,Oceania
1991,46.7,62.5,3.53,37692367,Africa
1991,8.8,77,1.31,39287043,Europe
1991,18.1,71.3,2.43,17540762,Asia
1991,78.9,59.2,6.09,20861117,Africa
1991,39.7,69.9,2.67,416068,Americas
1991,56.7,60.7,5.57,887248,Africa
1991,5.5,77.7,2.11,8616535,Europe
1991,6.4,77.6,1.54,6739995,Europe
1991,29.2,71,5.11,12817578,Asia
1991,86.9,65.3,5.07,5417554,Asia
1991,99.6,55.1,6.15,26307482,Africa
1991,28.8,71,2.06,57225972,Asia
1991,126.8,59.2,5.47,764884,Asia
1991,89,57.8,6.21,3886858,Africa
1991,18,69.3,4.61,95304,Oceania
1991,26.5,69.3,2.34,1229906,Americas
1991,42.8,72,3.36,8417689,Africa
1991,53.1,68.5,2.99,54909508,Asia
1991,72,63.5,4.22,3772350,Asia
1991,109.3,50,7.08,17973428,Africa
1991,16.7,69.4,1.79,51360720,Europe
1991,13.4,70.8,4.19,1913190,Asia
1991,7.4,76,1.8,57264600,Europe
1991,9.1,75.5,2.06,255367160,Americas
1991,19.6,72.6,2.51,3132048,Americas
1991,58.5,67.6,4.06,20970307,Asia
1991,28.1,62,4.89,150779,Oceania
1991,23.9,72.4,3.37,20332247,Americas
1991,34.1,72,6.55,2190716,Asia
1991,35.4,69.6,3.42,69670620,Asia
1991,86.4,58.9,8.5,12571240,Asia
1991,113,50.7,6.4,8361381,Africa
1991,52.6,62.7,5,10763036,Africa
1992,32.5,73.6,2.87,3240613,Europe
1992,38.1,70.9,4.24,27180921,Africa
1992,133.5,49.6,7.12,11848971,Africa
1992,21.5,73.5,2.1,63434,Americas
1992,22.8,72.8,2.92,33655149,Americas
1992,38.8,68.8,2.4,3449497,Asia
1992,NA,73.54,2.19,68235,Americas
1992,6.7,77.6,1.89,17538387,Oceania
1992,7.1,76,1.51,7813393,Europe
1992,76,63.7,2.88,7450920,Asia
1992,18,69.2,2.62,266133,Americas
1992,18.7,72.1,3.47,522748,Asia
1992,92.1,59.7,4.2,110987459,Asia
1992,14.9,73.2,1.73,262184,Americas
1992,13.6,69.6,1.72,10234863,Europe
1992,7.6,76.3,1.6,10050405,Europe
1992,28.8,71.1,4.36,194321,Americas
1992,103.2,56.6,6.6,5378226,Africa
1992,85.9,62.4,5.22,528085,Asia
1992,80.2,62.7,4.81,7131699,Americas
1992,14.7,68,1.59,4301169,Europe
1992,44.2,61.2,4.39,1460453,Africa
1992,46.8,68.3,2.64,155379009,Americas
1992,9,74,3.32,271989,Asia
1992,19.1,71.2,1.6,8653527,Europe
1992,102.4,51.3,6.95,9297116,Africa
1992,104.8,45.3,7.47,5895131,Africa
1992,85.7,58.2,5.24,9659238,Asia
1992,88.2,57.9,6.26,12796739,Africa
1992,6.4,77.7,1.71,28353843,Americas
1992,46.3,68.6,5.02,358473,Africa
1992,115.1,48,5.69,3089141,Africa
1992,113.7,53.9,7.38,6350174,Africa
1992,13.7,75,2.56,13566942,Americas
1992,41.2,67.2,2.11,1188450231,Asia
1992,27.4,71.1,3.01,35558683,Americas
1992,82.9,57.8,5.36,440252,Africa
1992,117.7,54.3,7.22,37783835,Africa
1992,63,54.4,5.24,2514907,Africa
1992,13.7,76.6,3,3257463,Americas
1992,104.7,54.4,6.11,13046907,Africa
1992,9.9,72.3,1.57,4732864,Europe
1992,9.3,74.7,1.68,10735775,Americas
1992,9.3,76.7,2.34,800660,Asia
1992,11.5,72.3,1.68,10333930,Europe
1992,6.5,75.4,1.76,5171304,Europe
1992,89.6,60.4,5.88,627063,Africa
1992,43.3,72.5,3.33,7468551,Americas
1992,40.5,71.7,3.58,10705670,Americas
1992,57.6,66.1,4.02,58922018,Africa
1992,41.7,68.9,3.78,5392142,Americas
1992,123.1,48.7,5.9,404081,Africa
1992,85.8,54.9,6.44,3160617,Africa
1992,15.2,69.3,1.71,1520879,Europe
1992,116.4,47.8,7.14,51602776,Africa
1992,23.5,65,3.35,744534,Oceania
1992,5,75.7,1.85,5034898,Europe
1992,6.7,77.6,1.72,57495252,Europe
1992,NA,69.33,3.18,205269,Oceania
1992,59.6,60.2,5.26,1004598,Africa
1992,76.1,61.5,6.08,979701,Africa
1992,40,69.4,2.08,5345624,Asia
1992,6.2,76,1.32,80075940,Europe
1992,75.6,58.7,5.39,15471527,Africa
1992,10.3,77.1,1.37,10321044,Europe
1992,NA,65.5,2.61,55854,Americas
1992,16.7,70.2,3.55,97201,Americas
1992,55,63.8,5.47,9619113,Americas
1992,133.7,52.5,6.49,6751394,Africa
1992,130.2,51.8,6.55,1104708,Africa
1992,44.5,64.5,2.47,717621,Americas
1992,95.8,54.9,5.21,7386974,Americas
1992,41.5,70.1,4.95,5179557,Americas
1992,NA,78.01,1.22,5914576,Asia
1992,15.4,69.1,1.75,10364661,Europe
1992,4.7,78.6,2.17,259895,Europe
1992,83.9,58.8,3.71,906461358,Asia
1992,57.4,64.9,2.93,187762097,Asia
1992,40.8,68.5,4.14,58130099,Asia
1992,40.8,65.4,5.7,18468521,Asia
1992,6.8,76.8,1.92,3582342,Europe
1992,8.7,76.3,2.95,4806983,Asia
1992,7.7,77.3,1.28,57062760,Europe
1992,24,74.9,2.86,2422783,Americas
1992,4.4,79.3,1.5,123180357,Asia
1992,28.3,72.2,5.17,3743944,Asia
1992,44.7,67.1,2.61,16433379,Asia
1992,68.9,60.3,5.67,25029754,Africa
1992,65,58.4,4.57,74773,Oceania
1992,5.5,72.7,1.65,43708170,Asia
1992,14,80,2.14,1909096,Asia
1992,53.6,65.6,3.66,4477038,Asia
1992,105.9,52.4,5.93,4496971,Asia
1992,19.1,68.4,1.7,2611306,Europe
1992,24.7,72.2,2.84,2821868,Asia
1992,71.1,60.4,4.76,1660360,Africa
1992,170.3,51.8,6.34,2028672,Africa
1992,32.2,73.8,4.43,4596811,Africa
1992,16.1,70.3,1.85,3690788,Europe
1992,6.3,75.8,1.64,391400,Europe
1992,NA,75.86,1.49,377799,Asia
1992,30.1,71.6,2.16,1977033,Europe
1992,92.9,56.4,6.18,12263899,Africa
1992,133.1,48.3,6.72,9682918,Africa
1992,13,72.2,3.45,19204700,Asia
1992,62.5,67.3,5.46,236053,Asia
1992,127.3,50.8,7.02,8891141,Africa
1992,9.3,77.5,2.02,362492,Europe
1992,76.7,60.4,5.88,2140250,Africa
1992,18.4,69.7,2.25,1082958,Africa
1992,33.7,72.1,3.2,89110043,Americas
1992,43,64.7,4.82,101412,Oceania
1992,28.2,67.6,2.19,4375312,Europe
1992,70.7,62.2,3.45,2243506,Asia
1992,14,74.2,1.83,617174,Europe
1992,58.5,68.4,3.76,25866445,Africa
1992,154.7,52.1,6.14,14203987,Africa
1992,47.8,62,4.97,1513689,Africa
1992,88.9,60,5,19765570,Asia
1992,6.3,77.3,1.59,15128288,Europe
1992,NA,71.31,2.93,176310,Oceania
1992,8.2,76.2,2.31,3502765,Oceania
1992,47.1,73.6,4.52,4331273,Americas
1992,132.6,48.2,7.77,8442330,Africa
1992,125.5,54.4,6.4,100592458,Africa
1992,5.8,77.1,1.88,4285504,Europe
1992,26.8,72.9,6.47,1979914,Asia
1992,102.5,62.1,5.77,113616165,Asia
1992,24.6,75,2.98,2575330,Americas
1992,63.4,56.2,4.72,4369407,Oceania
1992,34.8,74.1,4.36,4432738,Americas
1992,51,69.5,3.62,22737056,Americas
1992,37.3,68.2,4.18,65078901,Asia
1992,14.3,71.1,1.91,38396826,Europe
1992,9.7,74.6,1.5,9943197,Europe
1992,NA,73.7,2.18,3586848,Americas
1992,15.6,74.5,3.8,489668,Asia
1992,29.1,70,1.49,23373155,Europe
1992,22,68,1.55,148322473,Europe
1992,101.3,48,6.77,6712924,Africa
1992,18,70.5,3.2,141934,Americas
1992,19.2,69.7,2.86,108001,Americas
1992,24.2,69.5,4.96,165568,Oceania
1992,30.3,74.6,5.52,17398523,Asia
1992,69.6,58,6.4,7990736,Africa
1992,20.9,72.4,2,9702958,Europe
1992,13.3,69.2,2.59,72706,Africa
1992,155.7,51.9,6.39,3929182,Africa
1992,5,76,1.72,3193042,Asia
1992,14.3,71.4,1.9,5317480,Europe
1992,7.7,73.8,1.38,2005535,Europe
1992,30.9,60.4,5.6,329984,Oceania
1992,46.4,62.4,3.41,38646788,Africa
1992,8.5,77.4,1.28,39397403,Europe
1992,18.2,72,2.39,17741793,Asia
1992,77.9,59.4,6.03,21820588,Africa
1992,38.6,69.8,2.64,423572,Americas
1992,58.6,61,5.39,907947,Africa
1992,5.1,78.1,2.08,8677787,Europe
1992,6.1,77.9,1.54,6814186,Europe
1992,28,71.8,4.93,13186187,Asia
1992,90.1,62.6,4.95,5523207,Asia
1992,98.9,54.7,6.08,27203865,Africa
1992,27.3,70.9,2,57761574,Asia
1992,121.7,59.9,5.65,792846,Asia
1992,87.9,57.9,6.08,3984356,Africa
1992,17.4,69.4,4.58,95421,Oceania
1992,26.2,69.2,2.23,1237486,Americas
1992,41.2,72.2,3.19,8603226,Africa
1992,50.5,69.2,2.91,55811134,Asia
1992,71.9,63.5,4.07,3881973,Asia
1992,106.8,49.6,7.07,18571527,Africa
1992,16.8,68.8,1.69,51314080,Europe
1992,12.8,71.1,3.99,2019014,Asia
1992,7,76.2,1.79,57419469,Europe
1992,8.8,75.8,2.04,257908206,Americas
1992,19.1,73.2,2.49,3154853,Americas
1992,58.4,67.3,3.93,21416399,Asia
1992,27.2,62.1,4.85,155242,Oceania
1992,23.3,72.4,3.29,20799471,Americas
1992,32.7,72.4,6.54,2287375,Asia
1992,34.3,69.8,3.26,71129537,Asia
1992,84.4,59.3,8.31,13245003,Asia
1992,112.4,49.6,6.34,8576987,Africa
1992,54.5,61.4,4.84,11019717,Africa
1993,31.4,73.6,2.82,3189623,Europe
1993,37.5,71.2,3.97,27785977,Africa
1993,133.4,48.4,7.09,12246786,Africa
1993,20.3,73.4,2.13,64868,Americas
1993,22.1,73.1,2.88,34110912,Americas
1993,37,68.3,2.3,3369673,Asia
1993,NA,73.57,2.15,72498,Americas
1993,6.3,77.9,1.86,17738428,Oceania
1993,6.7,76.2,1.5,7874675,Europe
1993,76.2,64,2.8,7567156,Asia
1993,17.2,69.7,2.6,271165,Americas
1993,17.9,72.5,3.34,535692,Asia
1993,88.3,60.5,4.03,113442354,Asia
1993,14.5,73.1,1.73,263091,Americas
1993,13.8,68.9,1.64,10216281,Europe
1993,7.2,76.5,1.6,10091889,Europe
1993,27.4,70.8,4.29,197615,Americas
1993,100.9,56.9,6.53,5582420,Africa
1993,82.4,62.8,5,518847,Asia
1993,77.5,63.2,4.74,7273824,Americas
1993,14.2,68.3,1.56,4141167,Europe
1993,45.7,60.1,4.25,1500356,Africa
1993,44.6,68.5,2.58,157812220,Americas
1993,8.8,74.2,3.2,279717,Asia
1993,19.2,71.1,1.51,8552429,Europe
1993,102.4,51.3,6.92,9552473,Africa
1993,104.8,45.1,7.42,6019901,Africa
1993,86.2,58.1,5.03,10007092,Asia
1993,89.9,57.4,6.17,13169100,Africa
1993,6.1,77.8,1.68,28680921,Americas
1993,45.8,68.4,4.86,368423,Africa
1993,115.2,47.5,5.65,3170848,Africa
1993,112.6,54,7.4,6556628,Africa
1993,12.7,75.2,2.51,13778676,Americas
1993,40.2,67.5,1.95,1202982955,Asia
1993,26.6,71.4,2.97,36195170,Americas
1993,80.6,58.2,5.29,453188,Africa
1993,116.8,54.3,7.25,39314955,Africa
1993,64.6,53.5,5.2,2581306,Africa
1993,13.5,76.6,2.92,3341005,Americas
1993,104.7,53.7,6.01,13499696,Africa
1993,9.5,72.9,1.54,4697536,Europe
1993,8.8,74.7,1.65,10797556,Americas
1993,8.9,76.8,2.28,818814,Asia
1993,10.7,72.7,1.59,10338381,Europe
1993,6.1,75.4,1.75,5190631,Europe
1993,88.3,60.7,5.73,639215,Africa
1993,41.8,72.5,3.26,7611463,Americas
1993,38.7,71.8,3.49,10951200,Americas
1993,55,66.4,3.88,60108373,Africa
1993,39.7,69.3,3.7,5461834,Americas
1993,120.8,48.6,5.9,418409,Africa
1993,81.9,56.2,6.4,3150811,Africa
1993,14.5,68.2,1.6,1488120,Europe
1993,113.1,48.4,7.09,53477944,Africa
1993,22.9,64.8,3.33,755024,Oceania
1993,4.8,76,1.81,5061465,Europe
1993,6.3,77.7,1.72,57749881,Europe
1993,NA,69.68,3.06,208349,Oceania
1993,59.1,60.1,5.17,1031358,Africa
1993,74.3,62,6.07,1008296,Africa
1993,39.5,69.2,2.01,5252850,Asia
1993,5.9,76.1,1.31,80675999,Europe
1993,74.1,59.5,5.28,15907244,Africa
1993,9.8,77.5,1.35,10433351,Europe
1993,NA,65.9,2.58,55845,Americas
1993,16.1,70,3.4,98302,Americas
1993,52.7,64.2,5.4,9860063,Americas
1993,129.9,53,6.44,7155564,Africa
1993,127.6,52,6.49,1129706,Africa
1993,43.4,64.4,2.47,719910,Americas
1993,93.1,54.7,5.1,7530703,Americas
1993,39.9,69.9,4.85,5318042,Americas
1993,NA,78.25,1.17,5974379,Asia
1993,14.2,69.2,1.69,10363797,Europe
1993,4.5,78.8,2.17,262383,Europe
1993,81.7,59.1,3.63,924475633,Asia
1993,55.1,65.3,2.84,190873248,Asia
1993,39.2,69.1,3.81,58811858,Asia
1993,40.2,65.4,5.61,19021967,Asia
1993,6.4,76.9,1.9,3599451,Europe
1993,8.2,76.9,2.94,4985652,Asia
1993,7.3,77.6,1.26,57097411,Europe
1993,23.3,74.8,2.82,2444388,Americas
1993,4.3,79.4,1.47,123658854,Asia
1993,27.5,72.2,5,3957221,Asia
1993,44.9,65.3,2.48,16297681,Asia
1993,70.4,59.5,5.51,25824736,Africa
1993,63.2,58.4,4.53,75722,Oceania
1993,5.2,73.1,1.66,44031222,Asia
1993,13.5,78.7,2.18,1791511,Asia
1993,53.3,65.3,3.55,4507565,Asia
1993,103.1,52.8,5.78,4621685,Asia
1993,19.6,66.7,1.58,2568603,Europe
1993,23.7,72.5,2.77,2900862,Asia
1993,72.3,60.1,4.69,1693459,Africa
1993,167.8,50.1,6.27,2006349,Africa
1993,30.8,74.2,4.18,4691934,Africa
1993,16,69.1,1.78,3673906,Europe
1993,6,76.2,1.67,396807,Europe
1993,NA,76.1,1.39,385041,Asia
1993,27.9,71.5,2.11,1964924,Europe
1993,90.7,56.3,6.13,12643864,Africa
1993,128.6,48,6.61,9697635,Africa
1993,12.4,72.4,3.42,19700762,Asia
1993,59.5,67.9,5.15,242252,Asia
1993,126.2,51.2,7,9131449,Africa
1993,9,77.9,2,365838,Europe
1993,76.4,60.7,5.82,2202201,Africa
1993,18.4,69.8,2.22,1098598,Africa
1993,32,72.4,3.12,90887097,Americas
1993,43,64.9,4.77,103937,Oceania
1993,29.2,67.4,2.08,4369649,Europe
1993,67.8,62,3.18,2263204,Asia
1993,13.8,73.9,1.82,618851,Europe
1993,56.2,68.6,3.61,26314339,Africa
1993,151.5,52.3,6.09,14775877,Africa
1993,47.5,62,4.84,1559480,Africa
1993,84.7,60.2,4.91,20312687,Asia
1993,6.1,77.2,1.57,15239262,Europe
1993,NA,71.6,2.89,180554,Oceania
1993,7.8,76.5,2.22,3564227,Oceania
1993,45.2,73.9,4.38,4426577,Americas
1993,128.9,48.6,7.77,8732500,Africa
1993,125.1,54.5,6.35,103145093,Africa
1993,5.3,77.5,1.86,4309606,Europe
1993,24.5,73.3,6.1,2066264,Asia
1993,100.7,62,5.63,116579605,Asia
1993,24.2,75.2,2.95,2628511,Americas
1993,62.6,56.4,4.7,4480689,Oceania
1993,33.8,74.1,4.27,4541902,Americas
1993,48.2,70,3.51,23184222,Americas
1993,35.9,68.3,4.11,66654954,Asia
1993,13.9,71.7,1.84,38485892,Europe
1993,8.8,74.7,1.49,9986828,Europe
1993,NA,73.8,2.15,3622652,Americas
1993,14.7,74.5,3.72,492120,Asia
1993,28.5,69.8,1.43,23255683,Europe
1993,22.1,65.2,1.37,148435811,Europe
1993,109,46.7,6.57,6300358,Africa
1993,17.7,70.7,3.09,143592,Americas
1993,19,69.7,2.81,108097,Americas
1993,23.4,69.7,4.88,167206,Oceania
1993,28.2,74.9,5.35,17890529,Asia
1993,69.9,58.2,6.29,8234147,Africa
1993,19.9,72.3,1.94,9797838,Europe
1993,13,69.3,2.51,74111,Africa
1993,155.2,52.1,6.32,3893891,Africa
1993,4.6,76.2,1.74,3291280,Asia
1993,13.7,71.9,1.81,5335292,Europe
1993,7.1,73.9,1.34,2000783,Europe
1993,30.3,60.6,5.46,339490,Oceania
1993,46.6,63,3.3,39619539,Africa
1993,8,77.6,1.25,39518427,Europe
1993,18,72.9,2.35,17929772,Asia
1993,76.9,59.5,5.96,22829227,Africa
1993,37.5,69.7,2.63,430901,Americas
1993,61.4,61.3,5.21,926224,Africa
1993,4.8,78.3,1.98,8737500,Europe
1993,5.8,78.3,1.53,6890300,Europe
1993,26.8,72,4.76,13559642,Asia
1993,93,64.2,4.83,5616797,Asia
1993,98.1,54.5,6.01,28122799,Africa
1993,26,70.8,1.96,58237672,Asia
1993,116.7,60.6,5.87,820471,Asia
1993,86.8,57.8,5.96,4081398,Africa
1993,16.9,69.5,4.55,95532,Oceania
1993,25.9,69.3,2.13,1244410,Americas
1993,39.6,72.2,3.01,8784888,Africa
1993,48,69.7,2.84,56707454,Asia
1993,71.9,63.5,3.9,3991917,Asia
1993,104.5,49,7.06,19177660,Africa
1993,17,68.3,1.6,51216988,Europe
1993,12.2,71.3,3.78,2127863,Asia
1993,6.6,76.3,1.78,57575969,Europe
1993,8.5,75.7,2.02,260527420,Americas
1993,18.9,73.2,2.46,3178156,Americas
1993,58.1,67,3.78,21852080,Asia
1993,26.4,62.2,4.81,159814,Oceania
1993,22.9,72.5,3.22,21263994,Americas
1993,31.5,72.8,6.49,2391070,Asia
1993,33.1,70.1,3.07,72558986,Asia
1993,82.7,59.6,8.09,13948118,Asia
1993,111.3,48.6,6.29,8794061,Africa
1993,56.4,59.8,4.69,11256512,Africa
1994,30.3,73.6,2.77,3140634,Europe
1994,36.9,71.4,3.71,28362015,Africa
1994,133.2,50,7.05,12648483,Africa
1994,19.2,73.4,2.17,66550,Americas
1994,21.4,73.4,2.83,34558114,Americas
1994,35.3,68.6,2.18,3289943,Asia
1994,NA,73.6,2.11,76700,Americas
1994,6,78.1,1.84,17932214,Oceania
1994,6.2,76.5,1.47,7929911,Europe
1994,76.1,63.5,2.69,7675128,Asia
1994,16.3,69.5,2.57,275903,Americas
1994,16.8,72.9,3.21,549151,Asia
1994,84.6,61.2,3.88,115913710,Asia
1994,14.1,73,1.72,264015,Americas
1994,14.1,68.6,1.55,10190064,Europe
1994,6.8,76.6,1.61,10130251,Europe
1994,26.1,70.6,4.2,201678,Americas
1994,98.9,56.8,6.45,5786794,Africa
1994,78.8,63.1,4.8,511382,Asia
1994,74.8,63.8,4.66,7418864,Americas
1994,12.9,71.1,1.54,3992256,Europe
1994,47.3,58.6,4.12,1539135,Africa
1994,42.2,68.8,2.54,160260508,Americas
1994,8.5,74.4,3.06,287423,Asia
1994,19.3,70.9,1.42,8451626,Europe
1994,102.1,51.3,6.88,9816586,Africa
1994,104.3,45,7.37,6134041,Africa
1994,86.9,58,4.83,10355253,Asia
1994,91.5,57,6.08,13546823,Africa
1994,6,77.9,1.69,28995822,Americas
1994,45.1,68.3,4.71,378763,Africa
1994,115.4,47.2,5.62,3253698,Africa
1994,111.7,53.6,7.42,6773104,Africa
1994,11.7,75.3,2.45,13987999,Americas
1994,39,67.9,1.81,1216067023,Asia
1994,25.8,71.6,2.92,36823539,Americas
1994,78.7,58.5,5.26,466309,Africa
1994,115.8,54.3,7.27,40804011,Africa
1994,66.6,53.2,5.17,2649964,Africa
1994,13.2,76.7,2.84,3425692,Americas
1994,104.6,53.2,5.9,13953779,Africa
1994,9,73.4,1.52,4657799,Europe
1994,8.6,74.8,1.63,10853435,Americas
1994,8.4,76.4,2.21,837166,Asia
1994,9.7,73,1.49,10339439,Europe
1994,5.7,75.4,1.81,5211321,Europe
1994,87.2,60,5.55,649878,Africa
1994,40.3,72.5,3.2,7753052,Americas
1994,36.9,72.2,3.41,11196476,Americas
1994,52.2,66.7,3.76,61272847,Africa
1994,37.6,69.6,3.61,5528012,Americas
1994,118.5,48.5,5.9,433197,Africa
1994,78,57,6.35,3147871,Africa
1994,13.6,66.3,1.51,1457145,Europe
1994,109.4,48.8,7.05,55366517,Africa
1994,22.4,64.7,3.31,765666,Oceania
1994,4.5,76.4,1.85,5086499,Europe
1994,5.8,78,1.72,57991973,Europe
1994,NA,70.05,2.95,211584,Oceania
1994,58.6,59.9,5.08,1058625,Africa
1994,72.6,62.3,6.06,1036627,Africa
1994,38.9,70.2,1.95,5156079,Asia
1994,5.5,76.4,1.31,81206786,Europe
1994,73,59.6,5.17,16339344,Africa
1994,9.4,77.7,1.34,10542970,Europe
1994,NA,66.3,2.53,55817,Americas
1994,15.6,70.4,3.25,99403,Americas
1994,50.6,64.6,5.32,10106463,Americas
1994,126.2,53.1,6.38,7536389,Africa
1994,124.8,52.2,6.4,1155111,Africa
1994,42.3,64.5,2.48,723230,Americas
1994,90.4,55.4,5,7674911,Americas
1994,38.4,70.1,4.74,5455481,Americas
1994,NA,78.48,1.11,6048585,Asia
1994,13,69.5,1.63,10361134,Europe
1994,4.3,79.1,2.15,264893,Europe
1994,79.6,59.5,3.55,942604211,Asia
1994,52.9,65.7,2.76,193939912,Asia
1994,37.7,69.6,3.49,59501292,Asia
1994,39.5,65.4,5.51,19606895,Asia
1994,6.2,77.3,1.9,3620616,Europe
1994,7.6,77.1,2.93,5163901,Asia
1994,6.9,77.8,1.25,57119163,Europe
1994,22.6,74.8,2.78,2466903,Americas
1994,4.3,79.8,1.44,124101546,Asia
1994,26.8,72.4,4.83,4154813,Asia
1994,45,64.6,2.36,16123445,Asia
1994,71.4,58.7,5.37,26608089,Africa
1994,61.6,58.7,4.48,76674,Oceania
1994,5,73.6,1.65,44342530,Asia
1994,13.1,77.6,2.3,1691891,Asia
1994,52.6,65,3.43,4543602,Asia
1994,100.2,53.2,5.6,4742685,Asia
1994,19.9,65.7,1.46,2525444,Europe
1994,22.7,73,2.69,2974647,Asia
1994,74.3,59.2,4.62,1725118,Africa
1994,163.7,48.9,6.21,2019148,Africa
1994,29.6,74.4,3.95,4785488,Africa
1994,14.9,68.7,1.71,3652120,Europe
