Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
ENSMUSG00000065944,Rnu2-10,0,0,0,0,0,0,0,0
ENSMUSG00000065945,Gm23796,0,0,0,0,0,0,0,0
ENSMUSG00000065947,mt-Nd4l,0,0,0,0,0,0,0,0
ENSMUSG00000065950,Gm5908,0,0,0,0,0,0,0,0
ENSMUSG00000065952,C330021F23Rik,0,0,0,0,0,0,0,0
ENSMUSG00000065954,Tacc1,183,171,110,137,161,159,63,42
ENSMUSG00000065956,Gm14850,0,0,0,0,0,0,0,0
ENSMUSG00000065968,Ifitm7,0,0,0,0,0,0,0,0
ENSMUSG00000065979,Cpped1,22,32,26,27,42,46,15,8
ENSMUSG00000065987,Cd209b,0,0,0,0,0,0,0,0
ENSMUSG00000065990,Aurkaip1,264,227,239,214,189,183,384,321
ENSMUSG00000065999,Gm13154,0,0,0,0,0,0,0,0
ENSMUSG00000066000,2610305D13Rik,0,0,0,0,0,0,0,0
ENSMUSG00000066007,Zfp600,0,0,0,0,0,0,0,0
ENSMUSG00000066009,Gm13051,0,0,0,0,0,0,0,0
ENSMUSG00000066026,Dhrs3,19,21,31,23,3,5,8,5
ENSMUSG00000066027,Gm10436,0,0,0,0,0,0,0,0
ENSMUSG00000066030,Oog2,0,0,0,0,0,0,0,0
ENSMUSG00000066031,Gm13023,0,0,0,0,0,0,0,0
ENSMUSG00000066036,Ubr4,47,45,75,73,40,56,24,10
ENSMUSG00000066037,Hnrnpr,159,144,137,114,134,135,136,127
ENSMUSG00000066042,Med18,15,14,10,7,3,6,7,2
ENSMUSG00000066043,Phactr4,5,0,1,1,4,0,2,3
ENSMUSG00000066057,Gm1976,6,3,0,0,2,3,5,3
ENSMUSG00000066058,Cldn19,0,0,0,0,0,0,0,0
ENSMUSG00000066060,Gm12866,0,0,0,0,3,2,0,0
ENSMUSG00000066061,Olfr1335,0,0,0,0,0,0,0,0
ENSMUSG00000066068,Gm13611,0,0,0,0,0,0,0,0
ENSMUSG00000066071,Cyp4a12a,0,0,0,0,0,0,0,0
ENSMUSG00000066072,Cyp4a10,0,0,0,0,0,0,0,0
ENSMUSG00000066090,Insl5,3,1,1,3,3,3,1,3
ENSMUSG00000066097,Cyp2j11,0,0,0,0,0,0,0,0
ENSMUSG00000066100,Krtap5-1,0,0,0,0,0,0,0,0
ENSMUSG00000066101,Gm10153,0,0,0,0,0,0,0,0
ENSMUSG00000066107,Gm12666,0,0,0,0,0,0,0,0
ENSMUSG00000066108,Muc5b,0,0,0,0,0,0,0,0
ENSMUSG00000066113,Adamtsl1,0,0,0,0,0,0,0,0
ENSMUSG00000066116,Gm10154,0,0,0,0,0,0,0,0
ENSMUSG00000066122,Olfr45,0,0,0,0,0,0,0,0
ENSMUSG00000066129,Kndc1,0,0,0,0,0,0,0,0
ENSMUSG00000066137,Gm11487,0,0,0,0,0,0,0,0
ENSMUSG00000066141,Gm11232,0,0,0,0,1,4,0,0
ENSMUSG00000066148,Prpf4,51,53,70,87,76,77,53,57
ENSMUSG00000066149,Cdc26,33,34,36,38,40,38,50,43
ENSMUSG00000066150,Slc31a1,104,140,132,129,193,218,99,70
ENSMUSG00000066151,Fkbp15,14,15,24,25,30,34,15,27
ENSMUSG00000066152,Slc31a2,1,3,5,4,2,0,5,12
ENSMUSG00000066153,Mup21,0,0,0,0,0,0,0,0
ENSMUSG00000066154,Mup3,0,0,0,0,0,0,0,0
ENSMUSG00000066158,AY512931,0,0,0,0,0,0,0,0
ENSMUSG00000066170,E230001N04Rik,0,0,0,0,2,1,1,0
ENSMUSG00000066175,2510046G10Rik,8,4,7,7,2,3,14,15
ENSMUSG00000066176,Gm12511,0,0,0,0,0,0,0,0
ENSMUSG00000066178,6030445D17Rik,0,0,0,0,0,0,0,0
ENSMUSG00000066180,Gm10155,0,0,0,0,0,0,0,0
ENSMUSG00000066189,Cacng3,0,0,0,0,0,0,0,0
ENSMUSG00000066191,Anks6,0,0,0,0,0,0,0,0
ENSMUSG00000066196,Spag8,0,0,0,0,0,0,0,0
ENSMUSG00000066197,Gpr139,0,0,0,0,0,0,0,0
ENSMUSG00000066224,Arid3c,0,0,0,0,0,0,0,0
ENSMUSG00000066232,Ipo7,59,47,55,60,53,61,5,6
ENSMUSG00000066233,Tmem42,13,8,9,11,32,30,23,21
ENSMUSG00000066235,Pomgnt2,0,0,0,0,0,0,0,0
ENSMUSG00000066239,Olfr519,0,0,0,0,0,0,0,0
ENSMUSG00000066240,Olfr517,0,0,0,0,0,0,0,0
ENSMUSG00000066241,Olfr514,0,0,0,0,0,0,0,0
ENSMUSG00000066242,Olfr467,0,0,0,0,0,0,0,0
ENSMUSG00000066245,Gm10156,0,0,0,0,0,0,0,0
ENSMUSG00000066257,Olfr206,0,0,0,0,0,0,0,0
ENSMUSG00000066258,Trim12a,2,2,1,3,2,0,5,4
ENSMUSG00000066262,Olfr640,0,0,0,0,0,0,0,0
ENSMUSG00000066263,Olfr639,0,0,0,0,0,0,0,0
ENSMUSG00000066268,Olfr586,0,0,0,0,0,0,0,0
ENSMUSG00000066269,Olfr575,0,0,0,0,0,0,0,0
ENSMUSG00000066270,Gm10157,0,0,0,0,0,0,0,0
ENSMUSG00000066272,Olfr559,0,0,0,0,0,0,0,0
ENSMUSG00000066273,Olfr33,0,0,0,0,0,0,0,0
ENSMUSG00000066278,Vps37b,15,12,7,7,8,6,5,6
ENSMUSG00000066279,Chrna10,0,0,0,0,0,0,0,0
ENSMUSG00000066306,Numa1,29,26,74,93,30,35,26,25
ENSMUSG00000066315,Gm12918,0,0,0,0,0,0,0,0
ENSMUSG00000066319,Rtp3,0,0,0,0,0,0,0,0
ENSMUSG00000066324,Impad1,27,22,35,33,20,18,7,12
ENSMUSG00000066357,Wdr6,101,105,86,94,48,65,16,23
ENSMUSG00000066359,Tcl1b1,0,0,0,0,0,0,0,0
ENSMUSG00000066361,Serpina3c,0,0,0,0,0,0,0,0
ENSMUSG00000066362,Rps13-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000066363,Serpina3f,0,0,0,0,0,0,0,0
ENSMUSG00000066364,Serpina3b,0,0,0,0,0,0,0,0
ENSMUSG00000066366,Serpina1a,0,0,0,0,0,0,0,0
ENSMUSG00000066368,Actl11,0,0,0,0,0,0,0,0
ENSMUSG00000066372,Vmn2r65,0,0,0,0,0,0,0,0
ENSMUSG00000066378,Gm10160,0,0,0,0,0,0,0,0
ENSMUSG00000066382,Iqcf5,0,0,0,0,0,0,0,0
ENSMUSG00000066383,Iqcf1,0,0,0,0,0,0,0,0
ENSMUSG00000066389,Rpl31-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000066392,Nrxn3,4,5,7,6,3,1,6,1
ENSMUSG00000066406,Akap13,32,27,20,20,20,22,27,22
ENSMUSG00000066407,Gm10263,0,0,0,0,0,0,0,0
ENSMUSG00000066415,Msl2,12,16,3,3,18,21,0,0
ENSMUSG00000066438,Plekhd1,0,0,0,0,0,0,0,0
ENSMUSG00000066440,Zfyve26,0,3,6,5,9,6,8,5
ENSMUSG00000066441,Rdh11,32,29,16,12,69,58,25,32
ENSMUSG00000066442,Mthfs,0,0,0,0,0,0,1,0
ENSMUSG00000066443,Gm10163,0,0,0,0,0,0,0,0
ENSMUSG00000066456,Hmgn3,0,0,0,0,0,0,0,0
ENSMUSG00000066457,S100a11-ps,0,0,0,0,0,0,0,0
ENSMUSG00000066463,Omt2a,0,0,0,0,0,0,0,0
ENSMUSG00000066475,Gm10268,0,0,0,0,0,0,0,0
ENSMUSG00000066477,Gm16551,0,0,0,0,0,0,0,0
ENSMUSG00000066478,Gm5745,0,0,0,0,0,0,0,0
ENSMUSG00000066487,Gm5786,1,0,0,0,0,0,0,0
ENSMUSG00000066489,Rpl26-ps2,0,0,0,0,0,0,0,0
ENSMUSG00000066491,Gm6265,0,0,1,0,0,0,0,0
ENSMUSG00000066500,Izumo2,0,0,0,0,0,0,0,0
ENSMUSG00000066510,Ankdd1a,0,0,0,1,0,0,0,0
ENSMUSG00000066512,Klk1b5,0,0,0,0,0,0,0,0
ENSMUSG00000066513,Klk1b4,0,0,0,0,0,0,0,0
ENSMUSG00000066515,Klk1b3,0,0,0,0,0,0,0,0
ENSMUSG00000066516,Klk1b21,0,0,0,0,0,0,0,0
ENSMUSG00000066537,Vmn2r57,0,0,0,0,0,0,0,0
ENSMUSG00000066538,Gm6254,0,0,0,0,0,0,0,0
ENSMUSG00000066543,Rpl17-ps9,0,0,0,1,0,0,0,0
ENSMUSG00000066551,Hmgb1,619,583,579,605,480,483,657,671
ENSMUSG00000066553,Gm6969,0,0,0,0,0,0,0,0
ENSMUSG00000066554,Gm10167,0,1,1,1,1,1,0,0
ENSMUSG00000066568,Lsm14a,62,48,49,73,40,43,18,16
ENSMUSG00000066571,4931406P16Rik,18,21,14,13,11,11,1,1
ENSMUSG00000066583,Scgb1b27,0,0,0,0,0,0,0,0
ENSMUSG00000066584,Scgb2b27,0,0,0,0,0,0,0,0
ENSMUSG00000066586,Scgb2b26,0,0,0,0,0,0,0,0
ENSMUSG00000066592,Gm7589,0,0,0,0,0,0,0,0
ENSMUSG00000066595,Mfsd7b,9,11,15,9,24,23,7,8
ENSMUSG00000066607,6030419C18Rik,0,0,0,0,0,0,0,0
ENSMUSG00000066613,Zfp932,41,47,40,48,29,37,21,17
ENSMUSG00000066620,Gm4883,0,0,0,0,0,0,0,0
ENSMUSG00000066621,Tecpr1,27,14,14,27,34,29,23,34
ENSMUSG00000066626,Gm5121,0,1,0,0,0,0,0,0
ENSMUSG00000066629,Rpl36-ps3,0,0,0,0,0,0,0,0
ENSMUSG00000066632,Pgk1-rs7,0,0,0,0,0,0,0,0
ENSMUSG00000066637,Ttc32,25,33,20,15,20,18,36,47
ENSMUSG00000066640,Fbxl18,2,0,21,20,16,14,5,3
ENSMUSG00000066643,Wdr35,7,6,18,17,39,39,1,0
ENSMUSG00000066647,Gm5113,1,0,0,0,0,0,0,0
ENSMUSG00000066652,Lefty2,0,0,0,0,0,0,0,0
ENSMUSG00000066671,Olfr220,0,0,0,0,0,0,0,0
ENSMUSG00000066672,Olfr417,0,0,0,0,0,0,0,0
ENSMUSG00000066677,Pydc3,0,0,0,0,0,0,0,0
ENSMUSG00000066680,Olfr1407-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000066682,Pilrb2,0,0,0,0,0,0,0,0
ENSMUSG00000066684,Pilrb1,0,0,0,0,0,3,1,1
ENSMUSG00000066687,Zbtb16,0,0,0,0,0,0,0,0
ENSMUSG00000066688,Gm13083,0,0,0,0,0,0,0,0
ENSMUSG00000066693,Gm7493,0,0,0,0,0,0,0,0
ENSMUSG00000066697,Gm10172,0,0,0,0,0,0,0,0
ENSMUSG00000066704,Cyp2b19,0,0,0,0,0,0,0,0
ENSMUSG00000066705,Fxyd6,0,0,0,0,0,0,0,0
ENSMUSG00000066714,Gm8062,0,0,0,0,0,0,0,0
ENSMUSG00000066720,Cldn9,0,0,0,0,0,0,0,0
ENSMUSG00000066721,Zfp575,0,0,1,5,1,0,2,0
ENSMUSG00000066723,Vmn1r183,0,0,0,0,0,0,0,0
ENSMUSG00000066724,Gm10175,0,0,0,0,0,0,0,0
ENSMUSG00000066735,Vkorc1l1,12,4,10,14,12,6,0,0
ENSMUSG00000066747,Olfr878,0,0,0,0,0,0,0,0
ENSMUSG00000066748,Olfr145,0,0,0,0,0,0,0,0
ENSMUSG00000066749,Olfr877,0,0,0,0,0,0,0,0
ENSMUSG00000066750,Olfr876,0,0,0,0,0,0,0,0
ENSMUSG00000066752,Gm10176,0,0,0,0,0,0,0,0
ENSMUSG00000066755,Tnfsf18,0,0,0,0,0,0,0,0
ENSMUSG00000066756,Igfl3,0,0,0,0,0,0,0,0
ENSMUSG00000066760,Psg16,0,0,0,0,0,0,0,0
ENSMUSG00000066767,Gm3867,0,0,0,0,0,0,0,0
ENSMUSG00000066771,Gm5614,1,0,0,0,0,0,0,0
ENSMUSG00000066772,Obox3,0,0,0,0,0,0,0,0
ENSMUSG00000066797,Zfp648,0,0,0,0,0,0,0,0
ENSMUSG00000066798,Zbtb6,11,13,4,5,4,11,5,1
ENSMUSG00000066800,Rnasel,24,22,14,25,19,31,18,23
ENSMUSG00000066803,Vmn1r84,0,0,0,0,0,0,0,0
ENSMUSG00000066804,Vmn1r83,0,0,0,0,0,0,0,0
ENSMUSG00000066807,Gm10179,0,0,0,0,0,0,0,0
ENSMUSG00000066809,Gm10180,0,0,0,0,0,0,0,0
ENSMUSG00000066810,Gm10181,0,0,0,0,0,0,0,0
ENSMUSG00000066820,Vmn2r28,0,0,0,0,0,0,0,0
ENSMUSG00000066828,Vmn2r37,0,0,0,0,0,0,0,0
ENSMUSG00000066829,Zfp810,7,3,6,5,16,27,3,7
ENSMUSG00000066838,Zfp772,8,5,5,4,28,32,6,6
ENSMUSG00000066839,Ecsit,86,86,103,106,109,113,197,179
ENSMUSG00000066842,Hmcn1,0,0,0,0,0,0,0,0
ENSMUSG00000066850,Vmn1r65,0,0,0,0,0,0,0,0
ENSMUSG00000066861,Oas1g,0,0,0,0,0,0,0,0
ENSMUSG00000066867,Oas1e,0,0,0,0,0,0,0,0
ENSMUSG00000066877,Nck2,0,0,4,1,0,2,0,0
ENSMUSG00000066878,Gm10184,0,0,0,0,0,0,0,0
ENSMUSG00000066880,Zfp617,7,6,22,20,15,9,1,1
ENSMUSG00000066892,Fbxl12,16,16,7,8,14,11,3,1
ENSMUSG00000066894,Vsig10,0,0,0,0,0,0,0,0
ENSMUSG00000066896,Olfr18,0,0,0,0,0,0,0,0
ENSMUSG00000066897,Olfr872,0,0,0,0,0,0,0,0
ENSMUSG00000066899,Olfr870,0,0,0,0,0,0,0,0
ENSMUSG00000066900,Suds3,21,29,7,9,5,9,18,19
ENSMUSG00000066902,Rps23-ps2,0,0,0,0,0,1,0,0
ENSMUSG00000066905,Olfr860,0,0,0,0,0,0,0,0
ENSMUSG00000066912,Olfr833-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000066914,Olfr831-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000066936,Gm10188,0,0,0,0,0,0,0,0
ENSMUSG00000066938,Gm10190,0,0,0,0,0,0,0,0
ENSMUSG00000066944,4921513D11Rik,0,0,0,0,0,0,0,0
ENSMUSG00000066952,Myo1h,24,40,51,50,36,44,8,14
ENSMUSG00000066958,Gm16391,0,0,0,0,0,0,0,0
ENSMUSG00000066964,Tmem211,0,0,0,0,0,0,0,0
ENSMUSG00000066975,Cryba4,0,0,0,0,0,0,0,0
ENSMUSG00000066979,Bub3,405,391,429,428,358,343,557,553
ENSMUSG00000066983,Gm16519,0,0,0,0,0,0,0,0
ENSMUSG00000066990,Gm10192,0,0,0,0,0,0,0,0
ENSMUSG00000067001,Serpinb7,0,0,0,0,0,0,0,0
ENSMUSG00000067006,Serpinb5,0,0,0,0,0,0,0,0
ENSMUSG00000067010,Vmn2r10,0,0,0,0,0,0,0,0
ENSMUSG00000067017,Gm3608,2,6,1,8,3,0,0,0
ENSMUSG00000067028,Cntnap5b,0,0,0,0,0,0,0,0
ENSMUSG00000067038,Rps12-ps3,0,0,0,0,0,0,0,0
ENSMUSG00000067047,Olfr719-ps,0,0,0,0,0,0,0,0
ENSMUSG00000067049,Unc93a,0,0,0,0,0,0,0,0
ENSMUSG00000067058,Rps15a-ps5,0,0,0,0,0,0,0,1
ENSMUSG00000067063,Gm6990,0,0,0,0,0,0,0,0
ENSMUSG00000067064,Olfr1416,0,0,0,0,0,0,0,0
ENSMUSG00000067071,Hes6,97,91,87,100,47,49,112,92
ENSMUSG00000067081,Asb18,0,0,0,0,0,0,0,0
ENSMUSG00000067085,Gm10197,0,4,1,1,2,1,1,5
ENSMUSG00000067101,1700010H22Rik,0,0,0,0,0,0,0,0
ENSMUSG00000067103,AY702103,0,0,0,0,0,0,0,0
ENSMUSG00000067106,Gm5529,0,1,1,0,0,0,0,0
ENSMUSG00000067121,Gm7027,0,0,0,0,0,0,0,0
ENSMUSG00000067122,Gm10198,0,0,0,0,0,0,0,0
ENSMUSG00000067144,Slc22a7,0,0,0,0,0,0,0,0
ENSMUSG00000067147,Rpl7a-ps11,0,0,0,0,0,0,0,0
ENSMUSG00000067148,Polr1c,45,48,73,66,42,49,79,99
ENSMUSG00000067149,Jchain,0,0,0,0,0,0,0,0
ENSMUSG00000067150,Xpo5,25,22,26,43,58,32,6,1
ENSMUSG00000067156,Gm7337,0,0,0,0,0,0,0,0
ENSMUSG00000067158,Col4a4,0,0,0,0,0,0,0,0
ENSMUSG00000067161,Gm5560,4,4,3,4,2,4,7,9
ENSMUSG00000067173,Mrgpra4,0,0,0,0,0,0,0,0
ENSMUSG00000067186,Olfr132,0,0,0,0,0,0,0,0
ENSMUSG00000067189,Gm7335,0,0,0,0,0,0,0,0
ENSMUSG00000067194,Eif1ax,272,259,271,273,274,223,547,485
ENSMUSG00000067199,Frat1,0,0,0,0,0,0,0,0
ENSMUSG00000067201,H2-M9,0,0,0,0,0,0,0,0
ENSMUSG00000067203,H2-K2,0,0,5,2,4,0,0,0
ENSMUSG00000067206,Lrrc66,0,0,0,0,1,0,0,1
ENSMUSG00000067212,H2-T23,15,20,7,10,20,14,17,8
ENSMUSG00000067215,Usp51,53,36,30,31,8,18,13,20
ENSMUSG00000067219,Nipal1,0,0,0,0,0,0,0,0
ENSMUSG00000067220,Cnga1,0,0,0,0,2,0,1,0
ENSMUSG00000067224,Gm3695,0,0,0,0,0,0,0,0
ENSMUSG00000067225,Cyp2c54,0,0,0,0,0,0,0,0
ENSMUSG00000067229,Cyp2c66,0,0,0,0,0,0,0,0
ENSMUSG00000067231,Cyp2c65,0,0,0,0,0,0,0,0
ENSMUSG00000067235,H2-Q10,0,0,0,0,0,0,0,0
ENSMUSG00000067242,Lgi1,4,2,1,4,0,0,1,2
ENSMUSG00000067261,Foxd3,0,0,0,0,0,0,0,0
ENSMUSG00000067262,Vmn1r239-ps,0,0,0,0,0,0,0,0
ENSMUSG00000067274,Rplp0,1288,1185,1292,1116,1139,1055,2146,2001
ENSMUSG00000067276,Capn6,0,0,0,0,0,0,0,0
ENSMUSG00000067279,Ppp1r3c,0,0,0,0,0,0,0,0
ENSMUSG00000067285,Gm16223,0,0,0,0,0,0,0,0
ENSMUSG00000067288,Rps28,37,50,52,41,52,59,41,60
ENSMUSG00000067292,Gm10203,0,0,0,0,0,0,0,0
ENSMUSG00000067297,Ifit1bl2,0,0,0,0,0,0,0,0
ENSMUSG00000067299,Crygd,0,0,0,0,0,0,0,0
ENSMUSG00000067321,Gm7931,0,0,0,0,0,0,0,0
ENSMUSG00000067331,Gm10205,0,0,0,0,0,0,0,0
ENSMUSG00000067336,Bmpr2,11,9,14,9,11,15,11,9
ENSMUSG00000067338,Tuba3b,0,0,0,0,0,0,1,1
ENSMUSG00000067341,H2-Eb2,1,1,0,0,0,0,0,0
ENSMUSG00000067344,Rps25-ps1,1,1,0,2,1,1,0,1
ENSMUSG00000067351,Rps15a-ps2,0,0,0,0,0,0,1,0
ENSMUSG00000067352,Gm14149,0,0,0,0,0,1,0,0
ENSMUSG00000067356,B430203G13Rik,0,0,0,0,0,0,0,0
ENSMUSG00000067360,Pramel3,0,0,0,0,0,0,0,0
ENSMUSG00000067365,Tmem128,57,50,52,63,48,49,74,77
ENSMUSG00000067367,Lyar,262,245,233,284,313,270,510,429
ENSMUSG00000067369,Trmt2b,85,88,44,39,68,72,20,14
ENSMUSG00000067370,B3galt4,0,0,0,0,0,0,0,0
ENSMUSG00000067377,Tspan6,0,0,0,0,0,0,0,0
ENSMUSG00000067389,Gm17080,92,103,82,83,108,97,113,95
ENSMUSG00000067399,Trim43c,0,0,0,0,0,0,0,0
ENSMUSG00000067424,Zfp563,0,0,1,1,5,3,0,0
ENSMUSG00000067430,Zfp763,0,0,0,0,0,0,0,0
ENSMUSG00000067438,Hmx1,0,0,0,0,0,0,0,0
ENSMUSG00000067441,Gm14920,0,0,0,0,0,0,0,0
ENSMUSG00000067455,Hist1h4j,0,1,0,0,0,0,0,0
ENSMUSG00000067482,Olfr1456-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000067513,Olfr1436,0,0,0,0,0,0,0,0
ENSMUSG00000067519,Olfr262,0,0,0,0,0,0,0,0
ENSMUSG00000067520,Olfr1432,0,0,0,0,0,0,0,0
ENSMUSG00000067522,Olfr76,0,0,0,0,0,0,0,0
ENSMUSG00000067524,Olfr1428,0,0,0,0,0,0,0,0
ENSMUSG00000067525,Olfr1427,0,0,0,0,0,0,0,0
ENSMUSG00000067526,Olfr1425,0,0,0,0,0,0,0,0
ENSMUSG00000067528,Olfr1424,0,0,0,0,0,0,0,0
ENSMUSG00000067529,Olfr1423,0,0,0,0,0,0,0,0
ENSMUSG00000067541,A630073D07Rik,0,0,0,0,0,0,0,0
ENSMUSG00000067543,Prb1,0,0,0,0,0,0,0,0
ENSMUSG00000067545,Olfr1419,0,0,0,0,0,0,0,0
ENSMUSG00000067547,Gm7666,12,12,8,15,14,6,16,17
ENSMUSG00000067555,Gm10212,0,0,0,0,0,0,0,0
ENSMUSG00000067561,Dmrtc1c2,0,0,0,0,0,0,0,0
ENSMUSG00000067562,Dmrtc1c1,0,0,0,0,0,0,0,0
ENSMUSG00000067567,Hdac8,28,30,8,11,18,15,20,27
ENSMUSG00000067571,Ms4a15,0,0,0,0,0,0,0,0
ENSMUSG00000067575,Rpl35a-ps3,0,0,0,0,0,0,0,0
ENSMUSG00000067577,A430093F15Rik,27,14,8,16,12,19,27,45
ENSMUSG00000067578,Cbln4,0,0,0,0,0,0,0,0
ENSMUSG00000067586,S1pr3,0,0,0,0,0,0,0,0
ENSMUSG00000067591,Klra3,0,0,0,0,0,0,0,0
ENSMUSG00000067594,Krt77,0,0,0,0,0,0,0,0
ENSMUSG00000067596,Krt74,0,0,0,0,0,0,0,0
ENSMUSG00000067597,Dgat2l6,0,0,0,0,0,0,0,0
ENSMUSG00000067599,Klra7,0,1,0,0,0,0,0,0
ENSMUSG00000067604,Nms,0,0,0,0,0,0,0,0
ENSMUSG00000067608,Pcna-ps2,4,0,3,8,0,2,5,3
ENSMUSG00000067610,Klri1,0,0,0,0,0,0,0,0
ENSMUSG00000067613,5430421N21Rik,0,0,0,0,0,0,0,0
ENSMUSG00000067614,Krt86,0,0,0,0,0,0,0,0
ENSMUSG00000067615,Krt81,0,0,0,0,0,0,0,0
ENSMUSG00000067616,Klk11,0,0,0,0,0,0,0,0
ENSMUSG00000067627,Gm10217,0,0,0,0,0,0,0,0
ENSMUSG00000067629,Syngap1,0,0,0,1,0,0,0,0
ENSMUSG00000067642,Adgrf3,3,4,1,3,3,2,0,0
ENSMUSG00000067649,Mageb18,0,0,0,0,0,0,0,0
ENSMUSG00000067653,Ankrd23,25,25,21,25,20,11,31,30
ENSMUSG00000067656,Slc22a27,0,0,0,0,0,0,0,0
ENSMUSG00000067679,Obp1b,0,0,0,0,0,0,0,0
ENSMUSG00000067684,Obp1a,0,0,0,0,0,0,0,0
ENSMUSG00000067698,Gm10220,0,0,0,0,0,0,0,0
ENSMUSG00000067700,Gm5862,0,0,0,0,0,0,0,0
ENSMUSG00000067702,Tuba3a,2,3,0,0,0,0,0,0
ENSMUSG00000067704,Wfdc13,0,0,0,0,0,0,0,0
ENSMUSG00000067713,Prkag1,111,134,57,60,109,119,110,108
ENSMUSG00000067714,Lpar5,4,3,2,1,5,5,10,11
ENSMUSG00000067716,Gm7275,0,0,0,0,0,0,0,0
ENSMUSG00000067719,Gm10221,0,0,1,0,0,0,0,0
ENSMUSG00000067722,BC003965,82,65,89,61,75,67,98,104
ENSMUSG00000067724,Gbx1,0,0,0,0,0,0,0,0
ENSMUSG00000067736,Gm10222,0,0,0,0,0,0,0,0
ENSMUSG00000067745,Gm14243,0,0,0,0,0,0,0,0
ENSMUSG00000067750,Khdc1a,0,0,0,0,0,0,0,0
ENSMUSG00000067764,Xlr5c,0,0,0,0,0,0,0,0
ENSMUSG00000067767,Clec4b2,0,0,0,0,0,0,0,0
ENSMUSG00000067768,Xlr4b,37,39,45,48,51,42,76,79
ENSMUSG00000067771,Gm14685,0,0,0,0,0,0,0,0
ENSMUSG00000067773,Defb41,3,2,1,4,1,2,0,0
ENSMUSG00000067780,Pi15,0,0,0,0,0,0,0,0
ENSMUSG00000067786,Nnat,0,0,0,0,1,0,0,0
ENSMUSG00000067787,Blcap,21,18,19,16,11,27,23,18
ENSMUSG00000067795,4930444P10Rik,0,0,0,0,0,0,0,0
ENSMUSG00000067813,Xkr9,0,0,0,0,0,0,0,0
ENSMUSG00000067818,Myl9,0,0,0,0,0,0,0,0
ENSMUSG00000067825,Pex26,0,0,0,0,0,0,1,2
ENSMUSG00000067835,Gm14661,0,0,0,0,0,0,0,0
ENSMUSG00000067847,Romo1,107,98,90,79,87,79,83,93
ENSMUSG00000067848,4933402N22Rik,0,0,0,0,0,0,0,0
ENSMUSG00000067851,Arfgef1,36,50,68,81,44,51,11,12
ENSMUSG00000067855,Speer3,0,0,0,0,0,0,0,0
ENSMUSG00000067860,Zic3,0,0,0,0,0,0,0,0
ENSMUSG00000067869,Tcea1-ps1,1,0,0,1,1,1,1,0
ENSMUSG00000067870,Rpl31-ps8,2,2,1,4,1,0,2,4
ENSMUSG00000067872,Ccdc87,0,0,0,0,0,0,0,0
ENSMUSG00000067873,Htatsf1,170,149,127,127,144,122,76,71
ENSMUSG00000067878,Mtap7d3,0,0,0,0,0,0,0,0
ENSMUSG00000067879,3110035E14Rik,0,0,0,0,0,0,0,0
ENSMUSG00000067882,Casp16-ps,0,0,0,0,0,0,0,0
ENSMUSG00000067889,Sptbn2,0,0,1,0,1,1,0,0
ENSMUSG00000067909,Slxl1,0,0,0,0,0,0,0,0
ENSMUSG00000067916,Gm13139,0,0,0,0,0,1,0,0
ENSMUSG00000067919,Rex2,0,0,0,0,0,0,0,0
ENSMUSG00000067924,Cxx1b,0,0,0,0,3,0,0,0
ENSMUSG00000067925,Cxx1a,0,0,0,0,0,0,0,0
ENSMUSG00000067928,Zfp760,0,0,0,0,0,0,0,0
ENSMUSG00000067929,Gm10226,2,5,4,5,3,1,0,0
ENSMUSG00000067931,Zfp948,0,0,9,4,7,4,2,0
ENSMUSG00000067941,Gm7168,0,0,0,0,0,0,0,0
ENSMUSG00000067942,Zfp160,1,0,14,18,23,33,0,0
ENSMUSG00000067949,Vmn1r-ps144,0,0,0,0,0,0,0,0
ENSMUSG00000067951,Vmn1r227,0,0,0,0,0,0,0,0
ENSMUSG00000067971,Olfr1321,0,0,0,0,0,0,0,0
ENSMUSG00000067973,Gm6994,0,0,0,0,0,0,0,0
ENSMUSG00000067995,Gtf2f2,47,41,58,51,46,47,51,57
ENSMUSG00000067996,Bpifb9b,0,0,0,0,0,0,0,0
ENSMUSG00000067998,Bpifb9a,0,0,0,0,0,0,0,0
ENSMUSG00000068008,Bpifb3,0,0,0,0,0,0,0,0
ENSMUSG00000068009,Bpifb6,0,0,0,0,0,0,0,0
ENSMUSG00000068011,Mkrn2os,0,0,0,0,0,0,0,0
ENSMUSG00000068014,Gm14648,0,0,0,0,0,0,0,0
ENSMUSG00000068015,Lrch1,3,5,5,5,27,16,0,2
ENSMUSG00000068036,Mllt4,0,0,0,0,0,0,0,0
ENSMUSG00000068037,Mas1,0,0,0,0,0,0,0,0
ENSMUSG00000068039,Tcp1,540,548,627,590,612,534,627,639
ENSMUSG00000068040,Tm9sf4,66,38,57,55,45,57,47,42
ENSMUSG00000068048,Rhox9,0,0,0,0,0,0,0,0
ENSMUSG00000068062,Gm14164,0,0,0,0,0,0,0,0
ENSMUSG00000068067,1110057P08Rik,0,0,0,0,0,0,0,0
